roleid,userid,name,race,occupation,gender,custom_data_size,custom_stamp,status,delete_time,create_time,lastlogin_time,forbid_size,level,level2,exp,sp,pp,hp,mp,posx,posy,posz,worldtag,money,invader_state,invader_time,pariah_time,factionid,factionrole,reputation,custom_status_size,filter_data_size,charactermode_size,instancekeylist_size,dbltime_expire,dbltime_mode,dbltime_begin,dbltime_used,dbltime_max,time_used,timestamp,storesize,petcorral_size,vitality,energy,strength,agility,max_hp,max_mp,hp_gen,mp_gen,walk_speed,run_speed,swim_speed,flight_speed,attack,damage_low,damage_high,attack_speed,attack_range,damage_low0,damage_low1,damage_low2,damage_low3,damage_low4,damage_high0,damage_high1,damage_high2,damage_high3,damage_high4,damage_magic_low,damage_magic_high,resistance0,resistance1,resistance2,resistance3,resistance4,defense,armor,max_ap,var_data_size,skills_size,storehousepasswd_size,waypointlist_size,coolingtime_size,storehouse_money,storehouse_size,inventory_size,equipment_size,taskinventory_size,task_data_size,task_complete_size
16,16,"",0,0,0,0,0,1,,,2006-08-16 13:08:48,0,1,0,0,10000,0,75,45,217.0,218.0,2838.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1155488400,0,21600,711,1,16,5,5,5,5,5,75,45,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,28,0,2,8,0,0,0,1,0,8,6
17,16,"",0,0,1,0,0,1,,,,0,1,0,0,10000,0,75,45,217.0,218.0,2838.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1155488400,0,21600,711,1,16,5,5,5,5,5,75,45,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,28,0,2,8,0,0,0,1,0,8,6
18,16,"",0,1,0,0,0,1,,,,0,1,0,0,10000,0,50,70,332.0,241.0,3068.0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,50,70,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,0,0,0,0,0,0,0,0,0,0,8,6
19,16,"",0,1,1,0,0,1,,,2006-08-16 13:09:23,0,1,0,0,10000,0,50,70,332.0,241.0,3068.0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,50,70,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,0,0,0,0,0,0,0,0,0,0,8,6
20,16,"",0,2,0,0,0,1,,,,0,1,0,0,0,0,40,40,332.0,241.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,10,10,40,40,135870208,-1210298380,-0.0, 0.0,-1.3, 0.0,0,1,1,135144543,-0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,16,"",0,2,1,0,0,1,,,,0,1,0,0,0,0,40,40,332.0,241.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,10,10,40,40,135870208,-1210298380,-0.0, 0.0,-1.3, 0.0,0,1,1,135144543,-0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,16,"",1,3,0,0,0,1,,,,0,1,0,0,10000,0,60,60,-1441.0,242.0,1383.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1155488400,0,7200,189,0,16,5,5,5,5,5,60,60,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,28,0,2,8,0,0,0,1,0,8,6
23,16,"",1,3,1,0,0,1,,,2006-08-14 14:55:29,0,1,0,0,10000,0,60,60,-1441.0,242.0,1383.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1155488400,0,7200,189,0,16,5,5,5,5,5,60,60,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,28,0,2,8,0,0,0,1,0,8,6
24,16,"",2,4,0,0,0,1,,,2006-08-14 15:25:30,0,1,0,0,10000,0,85,35,-1442.0,242.0,1383.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1155488400,0,7200,240,0,16,5,5,5,5,5,85,35,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,28,0,2,8,0,0,0,1,0,40,4
25,16,"",2,4,1,0,0,1,,,,0,1,0,0,10000,0,85,35,-1442.0,242.0,1383.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1155488400,0,7200,240,0,16,5,5,5,5,5,85,35,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,28,0,2,8,0,0,0,1,0,40,4
26,16,"",3,5,0,0,0,1,,,,0,1,0,0,0,0,25,55,332.0,241.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,5,15,25,55,135870208,-1210298380,-0.0, 0.0,-1.3, 0.0,0,1,1,135144543,-0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,16,"",3,5,1,0,0,1,,,,0,1,0,0,0,0,25,55,332.0,241.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,5,15,25,55,135870208,-1210298380,-0.0, 0.0,-1.3, 0.0,0,1,1,135144543,-0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,16,"",4,6,0,0,0,1,,,2006-08-23 16:21:33,0,1,0,0,10000,0,65,55,-317.0,218.0,-910.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1156093200,0,21600,858,1,16,5,5,5,5,5,65,55,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,40,0,2,8,0,0,0,3,0,8,6
29,16,"",4,6,1,0,0,1,,,,0,1,0,0,10000,0,65,55,-317.0,218.0,-910.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1156093200,0,21600,858,1,16,5,5,5,5,5,65,55,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,40,0,2,8,0,0,0,3,0,8,6
30,16,"",5,7,0,0,0,1,,,,0,1,8,0,20000000,0,30,50,332.0,241.0,3068.0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,5,10,30,50,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,0,0,0,0,0,0,0,0,0,0,0,0
31,16,"",5,7,1,0,0,1,,,2006-08-23 16:24:35,0,1,0,0,10000,0,50,70,-318.0,218.0,-910.0,1,0,0,0,0,0,35000,0,4,0,596,0,0,1156093200,0,21600,293,1,16,5,5,5,5,5,50,70,0,0, 0.0, 0.0, 0.0, 0.0,0,1,1,0, 0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,299,56,40,0,2,8,0,0,0,2,0,40,4
